article_id,article_version,icd10_covered_group,"paragraph",last_updated,"icd10_covered_ast"
56907,24,2,"<p><strong>J2430 Pamidronate disodium</strong></p>
<p><strong>For C79.51 and C79.52, see Documentation Requirements L34648 Biphosphonate Drug Therapy.</strong></p>
<p><strong>For M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9 or M94.9, additional codes C50-011-C50.922 OR Z85.3, and Z79.810 OR Z79.811 must also be reported when the drug is used for treatment of bone loss in women or men receiving adjuvant selective estrogen receptor modulators OR aromatase inhibitor therapy for breast cancer.</strong></p>
<p><strong>For M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9 or M94.9, additional codes C61 OR Z85.46 and Z79.899 must also be reported when the drug is used for treatment of bone loss in men receiving androgen deprivation therapy for prostate cancer.</strong></p>
<p><strong>When billing for osteopenia, ICD-10 codes M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9, or M94.9 should be used.</strong></p>",2025-12-24 18:56:24.343000000,""
56907,24,3,"<p><strong>J1740 Ibandronate sodium</strong></p>
<p><strong>For codes in the table below that require a 7th character, letter A initial encounter for fracture, D subsequent encounter for fracture with routine healing, G subsequent encounter for fracture with delayed healing, K for subsequent encounter for fracture with nonunion, P for subsequent encounter for fracture with malunion, or S sequela may be used.</strong></p>
<p><strong>For C79.51 and C79.52, see Documentation Requirements L34648 Biphosphonate Drug Therapy.</strong></p>
<p><strong>When billing for osteopenia, ICD-10 codes M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9, or M94.9 should be used.</strong></p>",2025-12-24 18:56:24.780000000,""
56908,19,1,"<p>List the diagnosis code that best describes the patient&#8217;s condition. Diagnosis codes must be present on all physician&#8217;s service claims and must be coded to the highest level of accuracy and digit level completeness. When the patient requests the claim for cosmetic services be submitted on his/her behalf, the services should be reported with diagnosis code Z41.1 in the first position in item 21 on the CMS 1500 claim form or the equivalent diagnosis code field for electronic claims.</p>",2025-12-24 17:44:44.583000000,""
56908,19,2,"<p>For Codes in the table below that require a 7<sup>th</sup> character, letter A initial encounter, D subsequent encounter or S sequel may be used.</p>",2025-12-24 17:44:45.113000000,""
56910,9,1,"<p>N/A</p>",2025-07-16 16:14:38.413000000,""
56913,13,1,"",2023-07-07 13:48:57.530000000,""
56914,19,1,"<p><strong>These are the only ICD-10-CM codes that support medical necessity for the following CPT codes: 36465, 36466, 36470, 36471, 36473, 36474, 36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780 and 37785.</strong></p>",2026-01-22 19:51:09.300000000,""
56914,19,2,"<p><strong>36468 </strong></p>",2026-01-22 19:51:10.043000000,""
56914,19,3,"<p><strong>AND</strong></p>",2026-01-22 19:51:10.097000000,""
56915,33,1,"<p><strong>G0480, G0481, G0482, G0483, G0659, 80305, 80306, 80307.</strong><br />Diagnosis codes must be coded to the highest level of specificity.<br />For codes in the table below that require a 7th character, letter A initial encounter, D subsequent encounter or S sequela may be used.</p>",2026-01-22 20:13:23.800000000,""
56916,31,1,"<p>For CPT code <strong>92132</strong> &#8211; anterior segment:<br />For the codes in the table that require a 7<sup>th</sup> character, the codes will be allowed for A initial encounter, D subsequent encounter and S sequel.</p>",2025-09-18 19:28:09.077000000,""
56916,31,2,"<p>For CPT code <strong>92133</strong>-optic nerve</p>",2025-09-18 19:28:09.817000000,""
56916,31,3,"<p>For CPT code <strong>92134</strong>-<strong>and 92137</strong> retina</p>",2025-09-18 19:28:10.513000000,""
56923,16,1,"<p><br />It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>Medicare is establishing the following limited coverage for <strong>CPT/HCPCS code: 95805</strong></p>",2023-01-20 12:08:35.177000000,""
56923,16,2,"<p><br />Medicare is establishing the following limited coverage for <strong>CPT/HCPCS codes: 95800, 95801, 95806, 95807, 95808, 95810, 95811, G0398, G0399, and G0400</strong></p>",2023-01-20 12:08:35.293000000,"<p>*ICD-10-CM codes N52.01, N52.02, N52.03, N52.1, N52.2, N52.31, N52.32, N52.33, N52.34, N52.35, N52.36, N52.37, N52.39, N52.8, and N52.9 require proper documentation establishing medical necessity.</p>"
56924,11,1,"",2023-07-03 13:03:52.670000000,""
56926,16,1,"",2025-07-31 18:55:04.800000000,""
56929,15,1,"",2023-09-14 20:07:55.923000000,""
56929,15,2,"<p><span style=""line-height: 115%;"">The code R91.8 may be used when a patient has multiple lung nodules with a single nodule of concern. To indicate that R91.8 is being used for this purpose, use the KX modifier following the CPT code. The use of this modifier indicates an attestation that the patient has multiple lung nodules with a single nodule of concern for malignancy.</span></p>
<p><span style=""line-height: 115%;"">If the code R91.8 is being used to describe another (non-covered) diagnosis, use the appropriate modifier to indicate that the service is non-covered as not reasonable and necessary.</span></p>",2023-09-14 20:07:55.930000000,""
56933,9,1,"",2022-10-10 12:44:24.137000000,""
56937,42,1,"<p><span style=""line-height: 107%;"">The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in&nbsp;the related&nbsp;determination.</span></p>
<p><span style=""line-height: 107%;""><strong><u>Psychiatric Diagnoses:</u></strong></span></p>",2025-12-22 18:17:00.157000000,""
56937,42,2,"<p><p style=""line-height: normal;""><strong><u>Other Medical Diagnoses Not Included in DSM-IV&trade;:</u></strong></p></p>",2025-12-22 18:17:02.067000000,""
56937,42,3,"<p><strong>Medicare coverage for CPT code 90845 Psychoanalysis includes the following diagnosis codes:</strong></p>",2025-12-22 18:17:02.293000000,""
56937,42,4,"<p><span style=""line-height: 107%;""><strong>Hypnosis may be used for diagnostic or therapeutic purposes. Medicare will cover CPT code 90880 Hypnotherapy for the following diagnosis codes:</strong></span></p>",2025-12-22 18:17:02.410000000,""
56938,46,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br /><strong>Note: Dual diagnosis requirement</strong> <br />Coverage for hypoglossal nerve stimulation procedures on patients who meet coverage criteria set forth in&nbsp;LCD L38385 must include both a primary ICD-10-CM diagnosis code indicating the reason for the procedure and a secondary ICD-10-CM diagnosis code indicating the Body Mass Index (BMI) is less than 35 kg/m2 as set forth in the LCD Covered Indications. <strong>Report a primary diagnosis code from Group1 Codes and a secondary diagnosis code from Group 2 Codes below.<br /><br /><strong>Note</strong>: </strong>CPT code <strong>64584&nbsp;</strong>will have no diagnosis to procedure code restriction at this time.<strong><br /><br /></strong>The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes <strong>64582 and 64583</strong>.<br /><br /><strong>Primary Diagnosis</strong></p>",2022-01-14 13:50:48.150000000,""
56938,46,2,"<p><strong>The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes 64582 and 64583.</strong></p>
<p><strong><br />Secondary Diagnosis</strong></p>",2022-01-14 13:50:48.160000000,""
56940,11,1,"",2025-02-06 19:27:32.873000000,""
56941,7,1,"",2021-10-07 11:42:28.930000000,""
56943,17,1,"<p>The following ICD-10 codes are covered:</p>",2025-08-22 15:02:45.117000000,""
56948,23,1,"",2025-08-18 19:13:33.123000000,""
56949,7,1,"",2021-04-15 12:17:13.243000000,""
56952,50,1,"<p><br />It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 93015, 93016, 93017, and 93018.</strong></p>",2026-01-23 14:15:06.640000000,"<p><br />*ICD-10 codes I12.0, I13.11, and I13.2, require that ICD-10 code N18.5 or N18.6 also be reported to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I12.9, I13.0, and I13.10, use an additional ICD-10 code N18.1, N18.2, N18.31, N18.32 or N18.4 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I09.81, I11.0, I13.0 and I13.2, use an additional ICD-10 code I50.1, I50.21, I50.22, I50.23, I50.31, I50.32, I50.33, I50.41, I50.42, I50.43, I50.811, I50.812, I50.813, I50.814, I50.82, I50.83, I50.84, or I50.89 to identify type of heart failure.</p>
<p><span style=""line-height: 107%;"">*Use ICD-10 code R77.8 for an elevated cardiac troponin.</span></p>
<p>*Use ICD-10 code R93.1 for recently demonstrated coronary stenosis of uncertain functional significance on a coronary angiogram or CCTA and for coronary calcium Agatston score &gt;400.</p>
<p><span style=""line-height: 115%;"">*Use ICD-10 code R94.31 for &gt; 1 mm ST segment depression, LVH with repolarization abnormalities, short Q waves or an abnormality that has not yet been identified on the EKG indicating a need for a stress test. </span></p>
<p>*Use ICD-10 code Z79.899 for patients who will be treated with an interleukin-2 product and for imaging indications related to patients on digoxin, beta blocker, calcium channel blocker and/or other antiarrhythmic medication therapy.</p>"
56952,50,2,"<p><br />It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes:</strong> <strong>93350, 93351, and 93352.</strong></p>",2026-01-23 14:15:07.807000000,"<p><br />*For ICD-10 codes I12.0, I13.11, and I13.2, use an additional ICD-10 code N18.5 or N18.6 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I12.9, I13.0, and I13.10, use an additional ICD-10 code N18.1, N18.2, N18.31, N18.32, or N18.4 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I09.81, I11.0, I13.0 and I13.2, use an additional ICD-10 code I50.1, I50.21, I50.22, I50.23, I50.31, I50.32, I50.33, I50.41, I50.42, I50.43, I50.811, I50.812, I50.813, I50.814, I50.82, I50.83, I50.84, or I50.89 to identify type of heart failure.</p>
<p>*Use ICD-10 code I09.89 for rheumatic disease of the pulmonary valve.</p>
<p>*Use ICD-10 code I49.8 for Brugada Syndrome.</p>
<p><span style=""line-height: 107%;"">*Use ICD-10 code R77.8 for an elevated cardiac troponin.</span></p>
<p>*Use ICD-10 code R93.1 for recently demonstrated coronary stenosis of uncertain functional significance on a coronary angiogram or CCTA and for coronary calcium Agatston score &gt;400.</p>
<p>*Use ICD-10 code R94.31 for &gt; 1 mm ST segment depression LVH with repolarization abnormalities, <span style=""line-height: 115%;"">short Q waves or an abnormality that has not yet been identified on the EKG indicating a need for a stress test. </span></p>
<p>*Use ICD-10 code R94.39 when an abnormal or non-diagnostic stress test is the reason cardiac imaging is being performed.</p>
<p>*Use ICD-10 code Z79.899 for patients who will be treated with an interleukin-2 product and for imaging indications related to patients on digoxin, beta blocker, calcium channel blocker and/or other antiarrhythmic medication therapy.</p>"
56952,50,3,"<p><br />It is the provider&#8217;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 78451, 78452, 78453, 78454, and 0742T.</strong></p>",2026-01-23 14:15:08.880000000,"<p><br />*For ICD-10 codes I12.0, I13.11, and I13.2, use an additional ICD-10 code N18.5 or N18.6 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I12.9, I13.0, and I13.10, use an additional ICD-10 code N18.1, N18.2, N18.31, N18.32, or N18.4 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I09.81, I11.0, I13.0 and I13.2, use an additional ICD-10 code I50.1, I50.21, I50.22, I50.23, I50.31, I50.32, I50.33, I50.41, I50.42, I50.43, I50.811, I50.812, I50.813, I50.814, I50.82, I50.83, I50.84, or I50.89 to identify type of heart failure.</p>
<p>*Use ICD-10 code I49.8 for Brugada Syndrome.</p>
<p><span style=""line-height: 107%;"">*Use ICD-10 code R77.8 for an elevated cardiac troponin.</span></p>
<p>*Use ICD-10 code R93.1 for recently demonstrated coronary stenosis of uncertain functional significance on a coronary angiogram or CCTA and for coronary calcium Agatston score &gt;400.</p>
<p><span style=""line-height: 115%;"">*Use ICD-10 code R94.31 for &gt; 1 mm ST segment depression, LVH with repolarization abnormalities, short Q waves or an abnormality that has not yet been identified on the EKG indicating a need for a stress test. </span></p>
<p>*Use ICD-10 code R94.39 when an abnormal or non-diagnostic stress test is the reason cardiac imaging is being performed.</p>
<p>*Use ICD-10 code Z79.899 for patients who will be treated with an interleukin-2 product and for imaging indications related to patients on digoxin, beta blocker, calcium channel blocker and/or other antiarrhythmic medication therapy.</p>"
56952,50,4,"<p><br />It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes:</strong> <strong>78429, 78430, 78431, 78432, 78433, 78434, 78459, 78491, and 78492.</strong></p>",2026-01-23 14:15:09.833000000,"<p><br />*For ICD-10 codes I12.0, I13.11, and I13.2, use an additional ICD-10 code N18.5 or N18.6 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I12.9, I13.0, and I13.10, use an additional ICD-10 code N18.1, N18.2, N18.31, N18.32, or N18.4 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I09.81, I11.0, I13.0 and I13.2, use an additional ICD-10 code I50.1, I50.21, I50.22, I50.23, I50.31, I50.32, I50.33, I50.41, I50.42, I50.43, I50.811, I50.812, I50.813, I50.814, I50.82, I50.83, I50.84, or I50.89 to identify type of heart failure.</p>
<p>*Use ICD-10 code I49.8 for Brugada Syndrome.</p>
<p>*The billing for the evaluation for cardiac sarcoidosis requires dual diagnoses. Use ICD-10 code I43 with an appropriate ICD-10 code D86.0, D86.1, D86.2, D86.3, D86.81, D86.82, D86.83, D86.84, D86.85, D86.86, D86.87,&nbsp;or D86.89. The claim must be submitted with CPT code 78432 or 78433, or 78459 or 78429.</p>
<p><span style=""line-height: 107%;"">*Use ICD-10 code R77.8 for an elevated cardiac troponin.</span></p>
<p>*Use ICD-10 code R93.1 for recently demonstrated coronary stenosis of uncertain functional significance on a coronary angiogram or CCTA and for coronary calcium Agatston score &gt;400.</p>
<p><span style=""line-height: 115%;"">*Use ICD-10 code R94.31 for &gt; 1 mm ST segment depression, LVH with repolarization abnormalities, short Q waves or an abnormality that has not yet been identified on the EKG indicating a need for a stress test.</span></p>
<p>*Use ICD-10 code R94.39 when an abnormal or non-diagnostic stress test is the reason cardiac imaging is being performed.</p>
<p>*Use ICD-10 code Z79.899 for patients who will be treated with an interleukin-2 product and for imaging indications related to patients on digoxin, beta blocker, calcium channel blocker and/or other antiarrhythmic medication therapy.</p>"
56952,50,5,"<p><br />It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes:</strong> <strong>75559 and 75563.</strong></p>",2026-01-23 14:15:10.787000000,"<p><br />*For ICD-10 codes I12.0, I13.11, and I13.2, use an additional ICD-10 code N18.5 or N18.6 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I12.9, I13.0, and I13.10, use an additional ICD-10 code N18.1, N18.2, N18.31, N18.32, or N18.4 to identify the stage of chronic kidney disease.</p>
<p>*For ICD-10 codes I09.81, I11.0, I13.0 and I13.2, use an additional ICD-10 code I50.1, I50.21, I50.22, I50.23, I50.31, I50.32, I50.33, I50.41, I50.42, I50.43, I50.811, I50.812, I50.813, I50.814, I50.82, I50.83, I50.84, or I50.89 to identify type of heart failure.</p>
<p>*Use ICD-10 code I49.8 for Brugada Syndrome.</p>
<p><span style=""line-height: 107%;"">*Use ICD-10 code R77.8 for an elevated cardiac troponin.</span></p>
<p>*Use ICD-10 code R93.1 for recently demonstrated coronary stenosis of uncertain functional significance on a coronary angiogram or CCTA and for coronary calcium Agatston score &gt;400.</p>
<p><span style=""line-height: 115%;"">*Use ICD-10 code R94.31 for &gt; 1 mm ST segment depression, LVH with repolarization abnormalities, short Q waves or an abnormality that has not yet been identified on the EKG indicating a need for a stress test.</span></p>
<p>*Use ICD-10 code R94.39 when an abnormal or non-diagnostic stress test is the reason cardiac imaging is being performed.</p>
<p>*Use ICD-10 code Z79.899 for patients who will be treated with an interleukin-2 product and for imaging indications related to patients on digoxin, beta blocker, calcium channel blocker and/or other antiarrhythmic medication therapy.</p>"
56953,25,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br /><strong>Note: Dual diagnosis requirement</strong><br />Coverage for hypoglossal nerve stimulation procedures on patients who meet coverage criteria set forth in LCD L38398 must include both a primary ICD-10-CM diagnosis code indicating the reason for the procedure and a secondary ICD-10-CM diagnosis code indicating the Body Mass Index (BMI) is less than 35 kg/m2 as set forth in the LCD Covered Indications. <strong>Report a primary diagnosis code from Group1 Codes and a secondary diagnosis code from Group 2 Codes below.<br /><br />Note: </strong>CPT code <strong>64584 </strong>will have no diagnosis to procedure code restriction at this time.<strong><br /><br /></strong>The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes <strong>64582 and 64583</strong>.<br /><br /><strong>Primary Diagnosis</strong></p>",2022-01-14 13:57:32.373000000,""
56953,25,2,"<p><strong>The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes 64582 and 64583.</strong><br /><br /><strong>Secondary Diagnosis</strong></p>",2022-01-14 13:57:32.377000000,""
56954,5,1,"<p>The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the related determination.</p>",2022-10-18 16:39:07.980000000,""
56957,9,1,"",2021-12-22 16:14:23.920000000,""
56961,18,1,"",2025-10-17 11:34:05.823000000,""
56962,8,1,"<p>Although not specifically addressed in the ICD-10-CM Official Guidelines for Coding and Reporting 2016, when an encounter is for management of a complication associated with a neoplasm (NRAS testing for metastatic colon cancer), the complication (metastasis) is coded first, followed by the appropriate codes for the neoplasm.<br /><br />*Primary Diagnoses are listed in Group 1 and Secondary Diagnoses in Group 2.</p>",2021-09-09 12:21:17.033000000,""
56962,8,2,"<p>Secondary Diagnoses:</p>",2021-09-09 12:21:17.080000000,""
56963,12,1,"",2021-09-29 12:07:10.590000000,""
56973,67,1,"",2026-01-12 13:13:52.173000000,""
56980,12,1,"",2025-06-11 12:08:10.690000000,""
56981,16,1,"",2023-11-08 18:29:32.493000000,""
56982,15,1,"",2025-06-11 12:09:58.933000000,""
56983,12,1,"",2024-08-14 19:41:57.110000000,""
56985,15,1,"",2023-11-08 18:39:49.470000000,""
56988,17,1,"<p>N/A</p>",2025-11-26 22:42:01.700000000,""
56989,11,1,"",2023-11-08 16:59:19.827000000,""
56995,15,1,"<p>95782, 95783, 95807, 95808, 95810</p>",2024-02-28 14:33:00.337000000,""
56995,15,2,"<p>95811</p>",2024-02-28 14:33:00.453000000,""
56995,15,3,"<p>95805
</p>",2024-02-28 14:33:00.480000000,""
56995,15,4,"<p>Unattended sleep studies: 95800, 95801, 95806 and G0398, G0399, and G0400</p>",2024-02-28 14:33:00.507000000,""
56997,18,1,"",2025-04-30 19:24:05.723000000,""
56998,10,1,"<p>Although not specifically addressed in the ICD-10-CM Official Guidelines for Coding and Reporting 2016, when an encounter is for management of a complication associated with a neoplasm (NRAS testing for metastatic colon cancer), the complication (metastasis) is coded first, followed by the appropriate codes for the neoplasm. <br /><br />*Primary Diagnoses are listed in Group 1 and Secondary Diagnoses in Group 2.</p>",2023-11-15 12:09:43.243000000,""
56998,10,2,"<p>Secondary Diagnoses:</p>",2023-11-15 12:09:43.377000000,""
57020,5,1,"",2023-11-20 14:53:05.457000000,""
57021,19,1,"",2024-01-29 16:47:57.567000000,""
57024,15,1,"<p>The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br /><strong>Group 1 diagnosis codes apply to codes 95921, 95922, 95923 and 95924</strong></p>",2024-03-01 16:07:08.917000000,""
57025,21,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes:</strong> <strong>15820, 15821, 15822, 15823, 67900, 67901, 67902, 67903, 67904, 67906 and 67908.</strong></p>",2025-01-24 13:58:48.687000000,""
57025,21,2,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 67909, 67911, 67912, 67914, 67915, 67916, 67917, 67921, 67922, 67923 and 67924.</strong></p>",2025-01-24 13:58:49.033000000,""
57029,10,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT/HCPCS codes: 76536</strong></p>",2022-10-28 13:23:02.553000000,""
57030,10,1,"<p>The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the determination.</p>",2020-09-24 18:45:51.143000000,""
57034,11,1,"<p>c61</p>",2024-11-08 16:17:10.467000000,""
57037,24,1,"<p>The following ICD-10 codes are covered:</p>",2025-08-22 13:16:38.130000000,""
57038,16,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.</p>",2025-08-29 17:00:59.333000000,"<p><br />*ICD-10 codes Z95.0, Z45.010, and Z45.018 are payable only for CPT code 93296. These ICD-10 codes have been added to this list only because CPT code 93296 refers to pacemaker systems in addition to implantable cardiac defibrillator systems in its descriptor. When this CPT code is reported for services for implantable or wearable cardioverter defibrillators, coverage defined in this LCD applies.</p>"
57039,9,1,"",2025-08-29 16:39:28.097000000,""
57040,25,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br />Note: ICD-10-CM code Z01.818 should be reported for pre-laryngectomy examinations</p>",2025-07-29 15:14:59.313000000,""
57040,25,2,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br /><strong>96125</strong></p>",2025-07-29 15:14:59.807000000,"<p>*ICD-10 codes are secondary diagnoses for the coverage of cognitive or speech-language pathology services</p>"
57041,20,1,"",2025-09-18 17:21:05.117000000,"<p>* Use ICD-10-CM codes R20.0, R20.1, R20.2, R20.3, or R20.8 for patients with suspected central nervous system disease causing disturbance of sensation for which a more definitive diagnosis has not been established.</p>"
57043,23,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.</p>
<p>&nbsp;</p>
<p><strong>The following ICD-10 Codes apply only to CPT code 86003:</strong></p>",2025-09-18 18:06:36.493000000,"<p>*ICD-10-CM codes T63.011A-T63.2X4A should be reported for venom hypersensitivity.</p>"
57044,21,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br /><strong>The ICD-10-CM codes listed below identify the lesion being treated and will, by themselves, be considered for payment:</strong></p>",2026-01-12 19:06:54.077000000,""
57044,21,2,"<p><strong>For the conditions below, a Primary ICD-10-CM code AND a Secondary ICD-10-CM code that represents a complication are required:<br /><br /></strong><strong>Primary Diagnoses:</strong></p>",2026-01-12 19:06:54.150000000,""
57044,21,3,"<p><strong>Secondary Diagnoses:</strong></p>",2026-01-12 19:06:54.443000000,""
57047,11,1,"",2023-12-29 17:47:55.453000000,""
57049,12,1,"<p>Note: Diagnosis codes must be coded to the highest level of specificity<br /><b>95805 Covered for:</b><br /></p>",2025-02-21 19:49:18.760000000,""
57049,12,2,"<p><b>95782, 95807, 95808 and 95810 Covered for:</b></p>",2025-02-21 19:49:18.790000000,""
57049,12,3,"<p>Medicare is establishing the following <b>limited</b> coverage for CPT/HCPCS code <b>95783, 95811 covered for:</b></p>",2025-02-21 19:49:18.890000000,""
57049,12,4,"<p><strong>CPT codes 95800, 95801 and 95806</strong> will be allowed when performed in a <strong>facility or home</strong> for the indications listed below:<br /><br /><strong>CPT codes G0398, G0399, or G0400*</strong> will be allowed when performed in the <strong>home</strong> for the indications listed below:</p>
<p>&nbsp;</p>
<p>*Any study done in the home with a type II, III or IV monitor, meeting the G code descriptors must be billed with the most specific G codes (G0398, G0399, or G0400)</p>",2025-02-21 19:49:18.903000000,""
57050,12,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br /></p>",2025-03-28 21:09:07.930000000,""
57052,17,1,"<p>The ICD-10-CM codes listed below represent conditions that often support medical necessity for inpatient psychiatric hospitalization. The list is not all inclusive. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination. The codes selected are generally those codes that appear in the ICD-10-CM and that are also defined in the Diagnostic and Statistical Manual, fourth edition (DSM-IV-TR™).<br /></p>",2025-03-28 21:30:43.007000000,""
57053,21,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br />The codes selected are those codes which appear in the ICD-10-CM and that are defined in the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition (DSM-IV-TR).</p>",2025-03-28 21:33:22.460000000,""
57054,11,1,"",2025-03-28 21:36:36.507000000,""
57056,44,1,"<p>It is the provider&#8217;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT codes: 36245, 36246, 36247, 36248, 75625, and 75726.</strong></p>",2025-10-03 12:29:19.407000000,"<p>Dual Diagnosis Requirement: I97.89 must be reported with T82.310A, T82.310D, T82.310S, T82.330A, T82.330D, T82.330S, T82.390A, T82.390D, T82.390S, T82.898A, T82.898D, or T82.898S.</p>"
57056,44,2,"<p>It is the provider&#8217;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 36251, 36252, 36253, and 36254</strong>.</p>",2025-10-03 12:29:20.047000000,""
