article_id,article_version,icd10_noncovered_group,"paragraph",last_updated
57183,23,1,"<p>Any diagnosis inconsistent with the <em>Indications and Limitations of Coverage and/or Medical Necessity</em> section, or the ICD-10-CM descriptors in the ICD-10-CM Codes <em>That Support Medical Necessity</em> section.</p>",2025-12-22 15:16:13.603000000
57185,37,1,"<p>N/A<br /><br /><br /></p>",2025-12-29 16:57:01.760000000
57186,37,1,"<p>N/A<br /><br /><br /></p>",2025-12-29 16:58:24.823000000
57187,31,1,"<p>Any diagnosis codes other than those listed in the covered ICD-10-CM codes of this policy and those in the attached article will be denied as not reasonable and necessary and will be denied provider liable unless a non-coverage notice has been issued to the beneficiary prior to the test. Screening diagnoses will be denied as routine services.</p>",2025-12-23 11:50:14.580000000
57188,27,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:23:34.843000000
57189,28,1,"<p><strong>All<strong> ICD-10-CM codes <strong>not<strong> listed in this policy under &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; above.</strong></strong></strong></strong></p>",2024-09-25 21:22:08.230000000
57190,11,1,"",2025-06-25 20:34:58.047000000
57193,30,1,"",2025-12-26 14:13:39.830000000
57194,33,1,"<p>Any diagnosis codes other than those listed in the covered ICD-10-CM codes of this policy and those in the attached article will be denied as not reasonable and necessary and will be denied provider liable unless a non-coverage notice has been issued to the beneficiary prior to the test. Screening diagnoses will be denied as routine services.</p>",2025-12-23 11:51:53.690000000
57195,29,1,"<p>N/A</p>",2025-10-15 21:14:42.983000000
57204,43,1,"",2025-12-19 16:07:33.470000000
57205,39,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:08:24.240000000
57206,30,1,"<p>N/A</p>",2025-09-23 19:45:55.690000000
57221,25,1,"<p><strong><u>All</u></strong> ICD-10-CM codes <strong><u>not</u></strong> listed above under ICD-10-CM Codes That Support Medical Necessity above.</p>",2024-12-23 11:59:46.483000000
57224,64,1,"<p>N/A</p>",2025-12-22 16:45:43.203000000
57236,20,1,"<p>N/A</p>",2025-09-19 15:48:11.067000000
57237,11,1,"<p>N/A</p>",2023-11-16 19:14:49.560000000
57268,21,1,"<p>N/A</p>",2025-10-17 13:13:36.060000000
57282,18,1,"",2025-09-30 23:56:42.717000000
57284,13,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes that Support Medical Necessity"" section of this LCD will be denied. In addition, the following ICD-10-CM code is specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.<br /><br /></p>",2025-05-30 21:01:43.737000000
57305,14,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes that Support Medical Necessity"" section of this LCD will be denied. In addition, the following ICD-10-CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.<br /><br />Claims listing the following ICD-10-CM code will be considered as cosmetic and denied for lack of medical necessity: <br />I78.1 Spider nevus<br /><br />CPT codes 36465, 36466, 36470, 36471, 36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780 and 37799 (when used to report ""Trivex Procedure""), submitted for any of the following ICD-10-CM codes will be denied as not medically necessary:</p>",2025-10-03 22:20:28.367000000
57306,42,1,"",2025-10-30 13:39:58.860000000
57307,37,1,"",2025-10-30 14:14:49.693000000
57311,32,1,"",2025-09-18 20:29:31.800000000
57326,40,1,"",2025-10-15 20:17:15.270000000
57329,17,1,"<p>N/A</p>",2025-09-22 13:15:45.430000000
57330,15,1,"<p>N/A</p>",2023-11-22 18:28:58.883000000
57331,55,1,"<p>N/A</p>",2026-01-13 15:48:58.747000000
57332,54,1,"<p>N/A</p>",2026-01-13 15:49:55.727000000
57342,31,1,"",2025-10-13 15:21:40.270000000
57356,14,1,"<p>N/A</p>",2023-11-22 19:36:08.557000000
57361,46,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2026-01-23 14:09:19.877000000
57363,14,1,"<p>N/A</p>",2023-11-22 15:21:55.513000000
57372,17,1,"<p>N/A</p>",2023-11-22 18:30:46.690000000
57384,47,1,"<p>N/A</p>",2025-11-07 13:03:22.403000000
57385,43,1,"<p>N/A</p>",2025-11-07 13:04:17.130000000
57386,21,1,"",2025-09-19 17:04:13.910000000
57414,30,1,"<p>All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2025-09-26 13:59:16
57419,16,1,"<p>N/A</p>",2023-11-22 15:29:01.660000000
57420,14,1,"<p>N/A</p>",2023-11-22 15:29:28.110000000
57423,16,1,"",2025-09-23 13:11:13.127000000
57427,10,1,"",2024-09-18 18:25:56.330000000
57428,9,1,"",2025-12-22 18:30:26.773000000
57431,13,1,"<p>Any ICD-10-CM diagnosis code not listed in the ICD-10-CM Code that supports medical necessity section</p>",2025-12-22 18:22:00.557000000
57432,12,1,"<p>N/A</p>",2025-09-22 19:07:11.650000000
57433,13,1,"<p>N/A</p>",2025-09-22 19:08:07.140000000
57434,35,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:30:23.777000000
57435,25,1,"",2026-01-08 12:40:01.307000000
57441,8,1,"",2023-11-22 19:08:33.007000000
57449,24,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:31:40.200000000
57450,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:32:23.493000000
57451,38,1,"",2024-01-19 13:06:50.457000000
57452,45,1,"",2025-09-17 16:38:54.010000000
57453,4,1,"",2019-10-18 14:26:48.750000000
57455,23,1,"",2025-09-17 20:31:55.550000000
57473,33,1,"<p>N/A</p>",2025-09-18 19:06:24.010000000
57474,33,1,"<p>N/A</p>",2025-09-17 17:39:36.390000000
57476,22,1,"<p>N/A</p>",2025-08-22 17:27:57.287000000
57477,12,1,"<p>N/A</p>",2024-10-22 12:33:25.087000000
57478,40,1,"<p>All diagnoses not listed in the ""ICD-10 Codes that Support Medical Necessity.""</p>",2025-09-16 18:52:19.323000000
57479,18,1,"<p>N/A</p>",2026-01-22 18:00:56.977000000
57480,31,1,"<p>N/A</p>",2026-01-22 20:20:23.187000000
57481,12,1,"<p>N/A</p>",2024-10-22 12:54:40.833000000
57482,23,1,"<p>In the absence of signs, symptoms, illness or injury, Z41.1 should be reported, and payment will be denied. (Ref. CMS Pub.100-04 <em>Medicare Claims Processing Manual</em>, Ch. 23 &#167;&#167;10.1-10.6)</p>",2026-01-22 19:45:18.240000000
57483,28,1,"<p>N/A</p>",2025-09-18 17:17:14.327000000
57484,21,1,"<p>N/A</p>",2024-10-22 11:57:13.597000000
57486,9,1,"",2023-11-22 17:29:47.953000000
57487,9,1,"",2023-11-22 17:30:06.973000000
57496,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2024-05-10 11:50:10.603000000
57497,15,1,"<p>N/A</p>",2023-11-16 19:11:25.230000000
57503,17,1,"",2022-03-24 15:26:39.820000000
57512,19,1,"<p>N/A</p>",2025-09-04 19:01:26.500000000
57515,12,1,"<p>N/A</p>",2023-11-22 19:43:56.510000000
57516,11,1,"<p>N/A</p>",2025-09-19 18:49:51.150000000
57517,12,1,"<p>N/A</p>",2025-09-19 18:51:28.683000000
57520,43,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:57:29
57526,87,1,"<p>N/A</p>",2026-01-13 15:25:29.920000000
57527,83,1,"<p>N/A</p>",2026-01-13 15:27:46.150000000
57528,4,1,"",2019-10-18 14:20:26.693000000
57531,60,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-11-26 13:36:20.023000000
57540,15,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:40:21.207000000
57551,14,1,"<p>N/A</p>",2025-12-23 13:54:28.653000000
57552,19,1,"<p>Any diagnosis not listed above.</p>",2025-10-22 15:27:03.500000000
57554,38,1,"<p>Any not listed as covered</p>",2025-10-22 14:53:10.680000000
57558,11,1,"<p>N/A</p>",2023-03-22 14:33:54.553000000
57559,20,1,"<p>N/A</p>",2025-09-17 15:54:45.493000000
57560,10,1,"<p>N/A</p>",2025-04-25 19:15:08.523000000
57566,11,1,"<p>N/A</p>",2024-06-18 13:24:59.327000000
57567,14,1,"<p>N/A</p>",2025-04-25 19:30:21.653000000
57568,11,1,"<p>N/A</p>",2023-04-21 17:50:40.317000000
57571,9,1,"<p>N/A</p>",2024-11-20 14:19:23.237000000
57575,9,1,"<p>N/A</p>",2025-06-18 17:36:04.520000000
57576,11,1,"<p>N/A</p>",2023-05-23 15:15:22.147000000
57577,7,1,"<p>N/A</p>",2023-08-23 16:56:04.917000000
57581,7,1,"<p>N/A</p>",2023-07-19 16:36:05.720000000
57583,9,1,"",2025-10-22 17:06:40.370000000
57587,9,1,"<p>N/A</p>",2023-12-20 14:49:27.570000000
57588,11,1,"",2025-10-22 17:47:44.643000000
57589,16,1,"<p>N/A</p>",2023-11-20 15:53:29.797000000
57590,15,1,"<p>N/A</p>",2026-01-22 18:52:01.197000000
57591,21,1,"<p>N/A</p>",2025-09-18 17:50:44.990000000
57592,17,1,"<p>N/A</p>",2025-01-21 15:38:16.857000000
57593,17,1,"<p>Diagnosis codes not listed above.</p>",2025-09-18 19:40:01.127000000
57594,22,1,"<p>N/A</p>",2025-12-23 20:45:46.837000000
57595,19,1,"<p>NA</p>",2026-01-22 20:00:52.660000000
57596,19,1,"<p>N/A</p>",2026-01-22 19:54:44.287000000
57597,22,1,"<p>Not applicable</p>",2025-09-16 19:10:42.567000000
57598,9,1,"<p>Codes not listed above</p>",2024-04-16 14:29:45.690000000
57599,14,1,"<p>N/A</p>",2025-09-18 18:43:33.163000000
57600,34,1,"<p>All those not listed under the &#8220;ICD-10-CM Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-26 14:00:03.537000000
57604,16,1,"",2024-01-23 16:48:26.240000000
57607,15,1,"<p>N/A</p>",2023-11-22 15:27:23.670000000
57611,16,1,"<p>N/A</p>",2025-09-09 16:37:28.873000000
57612,8,1,"<p>N/A</p>",2023-11-16 19:17:00.203000000
57614,15,1,"<p>N/A</p>",2025-09-09 16:38:35.723000000
57615,6,1,"<p>N/A</p>",2023-11-16 19:19:46.743000000
57618,24,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 13:58:15.290000000
57619,7,1,"<p>N/A</p>",2023-11-22 17:32:05.110000000
57620,7,1,"<p>N/A</p>",2023-11-22 17:32:39.260000000
57621,17,1,"<p>N/A</p>",2023-11-22 15:26:10.120000000
57622,16,1,"<p>N/A</p>",2023-11-22 15:26:32.880000000
57630,11,1,"<p>NA</p>",2024-07-24 17:29:22.540000000
57633,8,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 17:53:14.550000000
57636,24,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:08:30.667000000
57637,20,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 17:41:18.187000000
57638,7,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-01-19 13:57:50.350000000
57643,20,1,"<p>N/A</p>",2025-09-04 19:00:34.193000000
57647,17,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-07-07 12:25:58.220000000
57649,9,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-10-20 12:29:57.037000000
57651,5,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-21 21:53:25.550000000
57657,25,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 14:01:02.997000000
57660,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-22 23:00:15.193000000
57661,17,1,"<p>N/A</p>",2023-11-22 19:29:14.870000000
57663,13,1,"",2025-04-30 17:04:17.730000000
57664,11,1,"<p>N/A</p>",2023-11-22 16:49:54.350000000
57666,36,1,"<p>All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity"" section of this article.</p>",2026-01-23 14:12:40.180000000
57667,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2020-09-25 15:39:19.097000000
57668,44,1,"",2025-09-17 16:28:34.323000000
57669,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:09:19.687000000
57670,5,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-21 22:22:48.717000000
57672,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2019-11-22 23:07:18.280000000
57677,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-10-18 12:55:42.993000000
57678,11,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this LCD.</p>",2025-09-26 14:05:19.160000000
57680,9,1,"",2026-01-23 13:41:12.390000000
57682,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this LCD.</p>",2020-09-25 15:55:53.693000000
57683,11,1,"<p>N/A</p>",2025-09-17 17:27:30.167000000
57685,15,1,"",2025-12-23 00:27:30.540000000
57689,44,1,"<p>N/A</p>",2025-10-10 16:31:56.120000000
57692,11,1,"",2023-11-08 18:30:41.827000000
57697,16,1,"<p>N/A</p>",2025-09-04 19:02:55.787000000
57701,30,1,"<p>N/A</p>",2025-12-22 16:36:18.320000000
57706,14,1,"<p>Use of any ICD-10-CM code not listed in the ""ICD-10-CM Codes That Support Medical Necessity"" section of this LCD will be denied. <strong>In addition, the following ICD-10 CM codes are specifically listed as not supporting medical necessity for emphasis, and to avoid any provider errors.</strong><br /><br />Claims listing the following ICD-10-CM code will be considered as cosmetic and denied for lack of medical necessity: <br /><br />I78.1 Nevus, non-neoplastic<br /><br />CPT codes 36465, 36466, 36470, 36471, 36473, 36474,36475, 36476, 36478, 36479, 36482, 36483, 37700, 37718, 37722, 37735, 37760, 37761, 37765, 37766, 37780, 37785, 37799 (when used to report ""Trivex Procedure"") submitted for any of the following ICD-10-CM codes will be denied for lack of medical necessity:</p>",2025-06-20 18:56:08.280000000
57715,55,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-12-05 14:36:30.740000000
57718,20,1,"<p><strong><u>All</u></strong> ICD-10-CM codes not listed in this policy under ICD-10-CM Codes that Support Medical Necessity above.</p>",2024-09-27 12:28:45.750000000
57726,7,1,"",2023-10-13 11:44:21.247000000
57733,10,1,"<p>N/A</p>",2024-05-21 12:56:15.680000000
57736,17,1,"<p><strong><u>All</u></strong> ICD-10-CM codes not listed in this policy under ICD-10-CM Codes that Support Medical Necessity above.</p>",2024-09-20 19:59:51.380000000
57751,23,1,"<p>All those not listed under the “ICD-10 Codes that Support Medical Necessity” section of this policy.<br /></p>",2026-01-23 13:50:27.967000000
57752,18,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2022-02-11 14:12:32.790000000
57753,12,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this policy.</p>",2022-01-14 13:53:24.767000000
57755,18,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-03-27 14:37:53.187000000
57759,35,1,"",2025-09-17 20:26:54.877000000
57765,24,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 13:53:41.193000000
57767,12,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-03-01 14:34:12.130000000
57772,76,1,"",2026-01-22 15:07:22.387000000
57773,17,1,"<p>N/A</p>",2023-11-22 15:22:48.627000000
57774,15,1,"<p>N/A</p>",2025-09-19 14:07:01.653000000
57778,48,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>
<p>&nbsp;</p>",2026-01-23 13:43:22.343000000
57779,8,1,"",2025-01-24 17:40:08.217000000
57780,27,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:10:01.933000000
57787,45,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-09-13 13:22:19.427000000
57788,41,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-12-12 20:04:16.760000000
57791,12,1,"",2023-12-20 01:09:56.860000000
57804,41,1,"<p>All those not listed under the &#8220;ICD-10-CM Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-26 14:07:53.367000000
57813,8,1,"",2022-01-18 13:52:52.240000000
57826,33,1,"",2024-12-19 12:38:02.390000000
57831,28,1,"",2025-03-28 13:01:32.270000000
57837,28,1,"",2026-01-13 14:20:52.207000000
57839,14,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-04 13:39:26.590000000
57842,10,1,"<p>N/A</p>",2024-03-28 12:06:22.320000000
57843,10,1,"<p>N/A</p>",2024-03-28 12:07:45.120000000
57848,19,1,"",2025-03-19 12:10:41.360000000
57851,8,1,"<p>N/A</p>",2023-09-19 14:19:23.903000000
57858,29,1,"<p>N/A</p>",2025-04-23 19:02:36.650000000
57863,37,1,"<p>Any ICD-10-CM code not listed in Group 1 ""ICD-10 Codes that Support Medical Necessity"" section</p>",2025-07-17 23:01:37.937000000
57867,33,1,"",2025-06-30 13:11:57.753000000
57868,4,1,"",2021-12-13 14:12:17.463000000
57870,26,1,"",2025-04-09 11:07:14.733000000
57872,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-02-11 14:13:27.800000000
57873,27,1,"",2025-11-14 13:11:31.453000000
57878,23,1,"",2026-01-22 15:15:57.010000000
57880,13,1,"",2025-12-11 13:59:03.527000000
57884,10,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-04 13:40:37.397000000
57889,3,1,"",2019-12-20 15:21:18.777000000
57891,36,1,"<p>N/A</p>",2026-01-23 14:44:53.877000000
57892,36,1,"<p>N/A</p>",2026-01-23 14:45:41.123000000
57901,24,1,"<p>N/A</p>",2025-03-28 12:34:28.400000000
57905,26,1,"<p>N/A</p>",2025-03-28 12:35:06.690000000
57910,14,1,"",2023-11-15 12:29:13.893000000
57913,11,1,"",2025-09-16 17:35:55.150000000
57915,10,1,"",2025-05-13 19:15:55.590000000
57917,29,1,"",2025-05-09 16:10:20.640000000
57926,22,1,"",2025-12-26 14:18:42.420000000
57936,33,1,"<p>N/A</p>",2025-07-23 19:23:15.050000000
57944,21,1,"<p>All those not listed under the ""ICD-10 Codes That Support Medical Necessity"" section of this article.</p>",2025-12-24 20:15:20.037000000
57948,28,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.<br /></span></p>",2025-12-29 18:08:39.820000000
57954,73,1,"",2025-11-10 19:27:29.617000000
57970,12,1,"<p>N/A</p>",2023-11-22 16:38:16.190000000
57972,10,1,"<p>N/A</p>",2023-11-22 16:38:48.097000000
57983,6,1,"",2023-12-20 16:25:11.833000000
57994,6,1,"",2023-11-16 15:57:43.433000000
58000,4,1,"",2020-08-18 15:46:41.017000000
58008,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article. </span></p>",2025-10-24 13:15:14.010000000
58017,50,1,"",2026-01-12 15:46:00.243000000
58019,45,1,"<p>N/A</p>",2026-01-12 15:40:43.860000000
58021,11,1,"",2022-05-26 13:29:57.467000000
58028,23,1,"",2024-01-08 14:34:44.533000000
58031,11,1,"",2022-02-18 13:49:44.777000000
58038,10,1,"",2023-11-10 16:33:22.020000000
58052,8,1,"<p>N/A</p>",2025-09-19 18:56:20.770000000
58053,7,1,"<p>N/A</p>",2023-11-22 18:26:29.520000000
58061,28,1,"",2025-06-26 13:39:43.043000000
58063,11,1,"",2023-11-10 16:27:41.180000000
58065,19,1,"",2024-01-08 17:49:55.717000000
58075,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article.</span></p>",2025-12-22 16:05:32.440000000
58095,15,1,"<p>N/A</p>",2025-10-29 12:06:21.220000000
58097,16,1,"<p>N/A</p>",2025-10-29 12:07:23.457000000
58110,22,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-11 13:05:44.307000000
58113,6,1,"",2023-11-07 12:35:43.010000000
58116,28,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-03-18 17:24:40.243000000
58120,16,1,"<p>N/A</p>",2023-11-22 18:58:03.220000000
58121,15,1,"<p>N/A</p>",2023-11-22 18:58:22.320000000
58127,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article. <strong>Group 1 Codes:</strong></span></p>",2025-09-30 23:50:45.067000000
58133,23,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-03-18 11:47:30.463000000
58136,22,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-11 13:06:39.870000000
58152,9,1,"",2025-12-22 14:03:57.870000000
58168,33,1,"<p>N/A</p>",2026-01-13 15:44:01.697000000
58170,33,1,"<p>N/A</p>",2026-01-13 15:44:31.693000000
58181,23,1,"<p>N/A</p>",2024-01-08 13:56:07.207000000
58183,18,1,"<p>N//A</p>",2025-09-22 13:19:13.777000000
58185,18,1,"<p>N/A</p>",2025-09-22 13:20:49.573000000
58187,24,1,"<p>N/A</p>",2024-01-08 13:56:45.507000000
58205,11,1,"<p>N/A</p>",2024-06-18 13:55:31.420000000
58207,34,1,"<p>N/A</p>",2026-01-22 15:22:01.680000000
58209,9,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-22 20:04:10.993000000
58211,24,1,"<p>N/A</p>",2025-12-11 14:58:17.487000000
58213,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-22 17:24:51.657000000
58218,17,1,"",2025-12-26 23:52:21.947000000
58223,17,1,"",2026-01-09 15:51:35.420000000
58227,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2026-01-20 13:42:06.660000000
58229,17,1,"<p><span style=""text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; -webkit-text-stroke-width: 0px; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2026-01-20 13:42:39.907000000
58243,7,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 13:54:24.790000000
58250,19,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:14:12.837000000
58264,8,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 13:55:23.363000000
58275,9,1,"<p>N/A</p>",2022-07-01 17:29:40.450000000
58277,13,1,"<p>All those not listed under the <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em> section of this article.</p>",2025-04-09 14:29:58.357000000
58282,8,1,"",2023-06-19 19:26:36.047000000
58287,5,1,"",2021-12-29 15:47:22.210000000
58294,7,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article</span></p>",2021-12-15 19:29:27.587000000
58308,18,1,"",2024-09-04 13:37:23.603000000
58318,60,1,"",2025-11-03 13:44:29.303000000
58321,7,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article. </span></p>",2021-12-21 15:13:33.283000000
58323,12,1,"",2025-09-16 16:00:13.467000000
58324,35,1,"",2025-11-03 14:14:04.883000000
58343,11,1,"",2022-01-28 16:21:56.987000000
58350,22,1,"",2024-12-18 18:34:42.760000000
58354,10,1,"",2024-04-12 13:41:52.793000000
58359,13,1,"",2025-08-29 16:26:45.320000000
58362,10,1,"<p>N/A</p>",2023-11-08 14:12:36.593000000
58364,32,1,"",2025-01-14 18:02:18.860000000
58367,6,1,"",2021-12-28 21:23:47.787000000
58371,12,1,"",2023-12-13 11:56:18.880000000
58376,59,1,"",2026-01-20 13:32:39.907000000
58392,13,1,"",2024-12-17 19:38:02.840000000
58395,40,1,"<p>N/A</p>",2026-01-22 15:27:21.680000000
58403,24,1,"",2024-12-20 18:38:13.730000000
58405,21,1,"",2024-12-20 18:40:03.543000000
58406,26,1,"",2026-01-20 13:09:53.723000000
58410,9,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-01-14 13:55:22.250000000
58414,11,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-01-14 13:47:59.623000000
58423,48,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-12-05 14:35:38.690000000
58428,24,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:01:05.133000000
58434,32,1,"",2026-01-20 13:31:50.760000000
58436,13,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-09-04 18:54:29.887000000
58454,42,1,"<p>N/A</p>",2026-01-20 13:49:24.843000000
58456,41,1,"<p>N/A</p>",2026-01-20 13:51:36.607000000
58468,34,1,"<p>N/A</p>",2026-01-22 15:40:52.647000000
