"article_id","article_version","article_type","code_table_row","brand_name","eff_date","end_date","comments","hcpc_code_id","hcpc_code_version","last_updated","short_description","long_description"
"53032","138","3","58","Lyumjev® 200 IU","2023-08-20 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J1814","100","2025-12-23 17:51:00","Inj. insulin (lyumjev)","INSULIN (LYUMJEV), PER 5 UNITS"
"53032","138","3","59","All insulin products","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J1815","100","2025-12-23 17:51:00","Insulin injection","INJECTION, INSULIN, PER 5 UNITS"
"53032","138","3","60","All insulin products","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J1817","100","2025-12-23 17:51:00","Insulin for insulin pump use","INSULIN FOR ADMINISTRATION THROUGH DME (I.E., INSULIN PUMP) PER 50 UNITS"
"53032","138","3","61","Betaseron®
","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J1830","100","2025-12-23 17:51:00","Interferon beta-1b / .25 mg","INJECTION, INTERFERON BETA-1B, 0.25 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"53032","138","3","62","furosemide (Furoscix®)","2023-08-20 00:00:00","","Apparent on its Face","J1941","100","2025-12-23 17:51:00","Inj, furoscix, 20 mg","INJECTION, FUROSEMIDE (FUROSCIX), 20 MG"
"53032","138","3","63","Increlex®, Iplex
","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J2170","100","2025-12-23 17:51:00","Mecasermin injection","INJECTION, MECASERMIN, 1 MG"
"53032","138","3","64","Relistor®
","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J2212","100","2025-12-23 17:51:00","Methylnaltrexone injection","INJECTION, METHYLNALTREXONE, 0.1 MG"
"53032","138","3","65","Mirikizumab-mrkz*","2024-07-01 00:00:00","","Apparent on its Face","J2267","100","2025-12-23 17:51:00","Inj, mirikizumab-mrkz, 1 mg","INJECTION, MIRIKIZUMAB-MRKZ, 1 MG"
"53032","138","3","66","Octreotide Acetate (Sandostatin)*
","2013-09-16 00:00:00","","Presumption of Long-Term Non-Acute Administration","J2354","100","2025-12-23 17:51:00","Octreotide inj, non-depot","INJECTION, OCTREOTIDE, NON-DEPOT FORM FOR SUBCUTANEOUS OR INTRAVENOUS INJECTION, 25 MCG"
"53032","138","3","67","Papaverine HCL
","2013-09-16 00:00:00","","Apparent on its Face","J2440","100","2025-12-23 17:51:00","Papaverin hcl injection","INJECTION, PAPAVERINE HCL, UP TO 60 MG"
"53032","138","3","68","Humatrope, Genotropin, Omnitrope, (Saizen, Zorbtive, Zomacton, Norditropin, Nutropin)
","2013-09-16 00:00:00","","Presumption of Long-Term Non-Acute Administration|Acceptable Evidentiary Criteria Available","J2941","100","2025-12-23 17:51:00","Somatropin injection","INJECTION, SOMATROPIN, 1 MG"
"53032","138","3","69","Imitrex®","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3030","100","2025-12-23 17:51:00","Sumatriptan succinate / 6 mg","INJECTION, SUMATRIPTAN SUCCINATE, 6 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"53032","138","3","70","Fremanezumab-vfrm (Ajovy)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3031","100","2025-12-23 17:51:00","Inj., fremanezumab-vfrm 1 mg","INJECTION, FREMANEZUMAB-VFRM, 1 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF-ADMINISTERED)"
"53032","138","3","71","Forteo®","2013-09-16 00:00:00","","Presumption of Long-Term Non-Acute Administration","J3110","100","2025-12-23 17:51:00","Teriparatide injection","INJECTION, TERIPARATIDE, 10 MCG"
"53032","138","3","72","Stelara® 

","2021-10-15 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3357","100","2025-12-23 17:51:00","Ustekinumab sub cu inj, 1 mg","USTEKINUMAB, FOR SUBCUTANEOUS INJECTION, 1 MG"
"53032","138","3","73","lebrikizumab-lbkz (Ebglyss)","2025-06-01 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","74","ustekinumab-stba (SteQeyma)*","2025-06-01 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","75","mipomersen sodium (Kynamro®)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","76","TriMix","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","77","Tesamorelin Acetate (Egrifta®)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","78","Liraglutide GLP-1 (Victoza®, Saxenda®)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","79","Pramlintide acetate (Symlin®, SymlinPen 60, SymlinPen 120)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","80","Exenatide (Byetta®)

","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","81","Peginterferon Alfa 2-b (Sylatron, Pegintron)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","82","Albiglutide for SQ injection (Tanzeum™)","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","83","Metreleptin for injection (Myalept ™)","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","84","Pasireotide (Signifor®)","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","85","Interferon beta 1a, (Rebif®)","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","86","Exenatide XR (Bydureon®)","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration|Acceptable Evidentiary Criteria Available","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","87","Secukinumab (Cosentyx) subcutaneous use","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","88","All insulin products","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","89","Adalimumab-adbm (Cyltezo)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","90","somapacitan-beco (Sogroya®)","2021-04-05 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","91","Ropeginterferon alfa-2b-njft (Besremi®)","2022-04-24 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","92","Risankizumab-rzaa (Skyrizi™) subcutaneous use*","2022-05-15 00:00:00","","Presumption of Long-Term Non-Acute Administration|Acceptable Evidentiary Criteria Available","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","93","ofatumumab (Kesimpta®) subcutaneous use*","2022-07-17 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","94","tralokinumab-ldrm (Adbry™)","2022-11-01 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","95","Tirzepatide (Mounjaro™, Zepbound)","2022-11-19 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","96","Adalimumab-aqvh (Yusimry)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","97","Adalimumab-adaz (Hyrimoz)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","98","Adalimumab-fkjp (Hulio®)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","99","Adalimumab-bwwd (Hadlima)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","100","Adalimumab-afzb (Abrilada™)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","101","Adalimumab-aacf (Idacio®)","2023-06-25 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","102","Adalimumab-aaty (Yuflyma)","2024-01-14 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","103","Vedolizumab (Entyvio®) subcutaneous use*","2024-01-14 00:00:00","","Apparent on its Face","J3490","100","2025-12-23 17:51:00","Drugs unclassified injection","UNCLASSIFIED DRUGS"
"53032","138","3","104","Vedolizumab (Entyvio®) subcutaneous use*","2024-01-14 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","105","Adalimumab-aaty (Yuflyma)","2024-01-14 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","106","Adalimumab-aacf (Idacio®)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","107","Adalimumab-afzb (Abrilada™)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","108","Adalimumab-bwwd (Hadlima)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","109","Adalimumab-fkjp (Hulio®)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","110","Adalimumab-adaz (Hyrimoz)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","111","Adalimumab-aqvh (Yusimry)","2023-06-25 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","112","Tirzepatide (Mounjaro™, Zepbound)","2022-11-19 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","113","tralokinumab-ldrm (Adbry™)","2022-11-01 00:00:00","","Presumption of Long-Term Non-Acute Administration|Acceptable Evidentiary Criteria Available","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","114","ofatumumab (Kesimpta®) subcutaneous use*","2022-07-17 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","115","Risankizumab-rzaa (Skyrizi™) subcutaneous use*","2022-05-15 00:00:00","","Presumption of Long-Term Non-Acute Administration|Acceptable Evidentiary Criteria Available","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","116","Ropeginterferon alfa-2b-njft (Besremi®)","2022-04-24 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","117","somapacitan-beco (Sogroya®)","2021-04-05 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","118","Abaloparatide (Tymlos)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","119","Sarilumab (Kevzara)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","120","Semaglutide (Ozempic, Wegovy)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","121","Erenumab-aoooe (Aimovig)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","122","Alcanezumab-gnlm (Emgality)","2019-09-18 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","123","Alirocumab (Praluent®)","2015-11-24 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","124","Evolucumab (Repatha™)","2015-11-24 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","125","Dulaglutide (Trulicity®)","2016-06-27 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","126","Methotrexate - Solution Auto-injector Non Chemotherapeutic (Otrexup™, Rasuvo®)","2016-06-27 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","127","Parathyroid Hormone (Natpara®)","2016-06-27 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","128","Peginterferon beta-1a (Plegridy™)","2016-06-27 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","129","All insulin products","2016-06-27 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","130","Pegvisomant (Somavert®, variable)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","131","Golimumab (Simponi®)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","132","Abatacept (Orencia®)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","133","Etanercept-SZZS (Erelzi™)","2016-12-06 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","134","Asfotase-alfa (Strensiq™)","2017-02-28 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","135","Ixekizumab (Taltz™)","2017-02-28 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","136","Adalimumab-atto (Amjevita™)","2017-02-28 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","137","Dupilumab (Dupixent)","2017-08-07 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","138","Peginterferon Alfa-2a (Pegasys™, Roferon®-A)
","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","139","Anakinra (Kineret®)","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","140","Brodalumab (Siliq)
","2017-08-07 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","141","Secukinumab (Cosentyx) subcutaneous use","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","142","ustekinumab-stba (SteQeyma)*","2025-06-01 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","143","lebrikizumab-lbkz (Ebglyss)","2025-06-01 00:00:00","","Apparent on its Face","J3590","100","2025-12-23 17:51:00","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"53032","138","3","144","Roferon®-A ","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J9213","100","2025-12-23 17:51:00","Interferon alfa-2a inj","INJECTION, INTERFERON, ALFA-2A, RECOMBINANT, 3 MILLION UNITS"
"53032","138","3","145","Actimmune®","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J9216","100","2025-12-23 17:51:00","Interferon gamma 1-b inj","INJECTION, INTERFERON, GAMMA 1-B, 3 MILLION UNITS"
"53032","138","3","146","Leuprolide Acetate, Leuprolide Acetate Inj
","2013-09-16 00:00:00","","Presumption of Long-Term Non-Acute Administration|Acceptable Evidentiary Criteria Available","J9218","100","2025-12-23 17:51:00","Leuprolide acetate injeciton","LEUPROLIDE ACETATE, PER 1 MG"
"53032","138","3","147","Geref®
","2013-09-16 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","Q0515","100","2025-12-23 17:51:00","Sermorelin acetate injection","INJECTION, SERMORELIN ACETATE, 1 MICROGRAM"
"53032","138","3","148","Avonex®, Avonex Pen®
","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","Q3027","100","2025-12-23 17:51:00","Inj beta interferon im 1 mcg","INJECTION, INTERFERON BETA-1A, 1 MCG FOR INTRAMUSCULAR USE"
"53032","138","3","149","Rebif®","2015-06-04 00:00:00","","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","Q3028","100","2025-12-23 17:51:00","Inj beta interferon sq 1 mcg","INJECTION, INTERFERON BETA-1A, 1 MCG FOR SUBCUTANEOUS USE"
"53032","138","3","150","ustekinumab-srlf (imuldosa)*","2025-07-01 00:00:00","","Apparent on its Face","Q5098","100","2025-12-23 17:51:00","Inj ustekinumab-srlf, 1 mg","INJECTION, USTEKINUMAB-SRLF (IMULDOSA), BIOSIMILAR, 1 MG"
"53032","138","3","151","ustekinumab-stba (steqeyma)*","2025-07-01 00:00:00","","Apparent on its Face","Q5099","100","2025-12-23 17:51:00","Inj ustekinumab-stba, 1 mg","INJECTION, USTEKINUMAB-STBA (STEQEYMA), BIOSIMILAR, 1 MG"
"53032","138","3","152","ustekinumab-kfce (yesintek)*","2025-07-01 00:00:00","","Apparent on its Face","Q5100","100","2025-12-23 17:51:00","Inj ustekinumab-kfce, 1 mg","INJECTION, USTEKINUMAB-KFCE (YESINTEK), BIOSIMILAR, 1 MG"
"53032","138","3","153","ustekinumab-auub (wezlana)","2024-07-01 00:00:00","","Apparent on its Face","Q5137","100","2025-12-23 17:51:00","Inj, wezlana, sub cu, 1 mg","INJECTION, USTEKINUMAB-AUUB (WEZLANA), BIOSIMILAR, SUBCUTANEOUS, 1 MG"
"53032","138","3","154","adalimumab-fkjp","2025-01-01 00:00:00","","Apparent on its Face","Q5140","100","2025-12-23 17:51:00","Inj adalimumab-fkjp, 1 mg","INJECTION, ADALIMUMAB-FKJP, BIOSIMILAR, 1 MG"
"53032","138","3","155","adalimumab-aaty","2025-01-01 00:00:00","","Apparent on its Face","Q5141","100","2025-12-23 17:51:00","Inj adalimumab-aaty, 1 mg","INJECTION, ADALIMUMAB-AATY, BIOSIMILAR, 1 MG"
"53032","138","3","156","adalimumab-ryvk","2025-01-01 00:00:00","","Apparent on its Face","Q5142","100","2025-12-23 17:51:00","Inj adalimumab-ryvk, 1 mg","INJECTION, ADALIMUMAB-RYVK BIOSIMILAR, 1 MG"
"53032","138","3","157","adalimumab-adbm","2025-01-01 00:00:00","","Apparent on its Face","Q5143","100","2025-12-23 17:51:00","Inj adalimumab-adbm, 1 mg","INJECTION, ADALIMUMAB-ADBM, BIOSIMILAR, 1 MG"
"53032","138","3","158","adalimumab-aacf (idacio)","2025-01-01 00:00:00","","Apparent on its Face","Q5144","100","2025-12-23 17:51:00","Inj, idacio, 1 mg","INJECTION, ADALIMUMAB-AACF (IDACIO), BIOSIMILAR, 1 MG"
"53032","138","3","159","adalimumab-afzb (abrilada)","2025-01-01 00:00:00","","Apparent on its Face","Q5145","100","2025-12-23 17:51:00","Inj, abrilada, 1 mg","INJECTION, ADALIMUMAB-AFZB (ABRILADA), BIOSIMILAR, 1 MG"
"53032","138","3","160","ustekinumab-ttwe (pyzchiva)","2025-01-01 00:00:00","","Acceptable Evidentiary Criteria Available","Q9996","100","2025-12-23 17:51:00","Ustekinumab- ttwe sub cu inj","INJECTION, USTEKINUMAB-TTWE (PYZCHIVA), SUBCUTANEOUS, 1 MG"
"53032","138","3","161","ustekinumab-aekn (selarsdi)*","2025-01-01 00:00:00","","Apparent on its Face","Q9998","100","2025-12-23 17:51:00","Inj ustekinumab-aekn, 1 mg","INJECTION, USTEKINUMAB-AEKN (SELARSDI), BIOSIMILAR, 1 MG"
"53032","138","3","162","Ustekinumab-aauz (Otulfi)*","2025-06-01 00:00:00","","Apparent on its Face","Q9999","100","2025-12-23 17:51:00","Inj ustekinumab-aauz 1 mg","INJECTION, USTEKINUMAB-AAUZ (OTULFI), BIOSIMILAR, 1 MG"
"53032","138","3","163","Mirikizumab-mrkz (Omvoh™) subcutaneous use*","2024-01-14 00:00:00","2024-06-30 00:00:00","Apparent on its Face","C9399","100","2025-12-23 17:51:00","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"53032","138","3","164","ustekinumab-auub* (Wezlana)","2024-03-17 00:00:00","2024-06-30 00:00:00","Apparent on its Face","C9399","100","2025-12-23 17:51:00","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"53032","138","3","165","Daclizumab (Zinbryta™)","2017-02-28 00:00:00","2021-02-18 00:00:00","Apparent on its Face","C9399","100","2025-12-23 17:51:00","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"53032","138","3","166","Tezspire™ (tezepelumab-ekko)","2022-07-17 00:00:00","2022-07-17 00:00:00","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","C9399","100","2025-12-23 17:51:00","Unclassified drugs or biolog","UNCLASSIFIED DRUGS OR BIOLOGICALS"
"53032","138","3","167","Muse®","2013-09-16 00:00:00","2017-07-14 00:00:00","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J0275","100","2025-12-23 17:51:00","Alprostadil urethral suppos","ALPROSTADIL URETHRAL SUPPOSITORY (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
"53032","138","3","168","Hizentra®
","2013-09-16 00:00:00","2020-12-31 00:00:00","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J1559","100","2025-12-23 17:51:00","Hizentra injection","INJECTION, IMMUNE GLOBULIN (HIZENTRA), 100 MG"
"53032","138","3","169","Immune globulin","2016-02-11 00:00:00","2016-07-25 00:00:00","","J1575","100","2025-12-23 17:51:00","Hyqvia 100mg immuneglobulin","INJECTION, IMMUNE GLOBULIN/HYALURONIDASE, (HYQVIA), 100 MG IMMUNEGLOBULIN"
"53032","138","3","170","Tremfya® ","2020-05-03 00:00:00","2020-05-03 00:00:00","Acceptable Evidentiary Criteria Available","J1628","100","2025-12-23 17:51:00","Inj., guselkumab, 1 mg","INJECTION, GUSELKUMAB, 1 MG"
"53032","138","3","171","Pasireotide long acting","2016-02-11 00:00:00","2016-10-01 00:00:00","Apparent on its Face","J2502","100","2025-12-23 17:51:00","Inj, pasireotide long acting","INJECTION, PASIREOTIDE LONG ACTING, 1 MG"
"53032","138","3","172","Regitine ","2013-09-16 00:00:00","2017-07-14 00:00:00","Apparent on its Face|Presumption of Long-Term Non-Acute Administration","J2760","100","2025-12-23 17:51:00","Phentolaine mesylate inj","INJECTION, PHENTOLAMINE MESYLATE, UP TO 5 MG"
