article_id,article_version,related_num,r_article_id,r_article_version,r_lcd_id,r_lcd_version,r_contractor_id,last_updated
57123,61,2,59568,5,,,368,2023-10-20 13:18:59.863000000
57123,61,3,,,34859,30,368,2023-09-21 14:06:23.697000000
57124,20,1,,,38331,9,364,2020-10-16 21:04:03.337000000
57124,20,2,,,38330,4,364,2020-10-16 21:19:17.470000000
57124,21,1,,,38331,9,364,2020-10-16 21:04:03.337000000
57124,21,2,,,38330,4,364,2020-10-16 21:19:17.470000000
57125,22,1,59494,4,,,368,2023-11-15 15:44:48.657000000
57125,22,2,,,33693,27,368,2023-12-08 14:04:42.623000000
57130,44,1,,,35070,61,331,2018-05-29 18:15:18.320000000
57130,44,2,,,35022,39,331,2018-06-08 15:18:06.980000000
57130,44,3,,,35101,109,331,2019-09-13 12:42:30.910000000
57130,51,1,,,35070,61,331,2018-05-29 18:15:18.320000000
57130,51,2,,,35022,39,331,2018-06-08 15:18:06.980000000
57130,51,3,,,35101,109,331,2019-09-13 12:42:30.910000000
57132,19,1,,,36460,20,228,2019-11-07 14:19:35.240000000
57141,37,1,,,38288,6,228,2022-01-07 18:28:26.933000000
57141,38,1,,,38288,6,228,2022-01-07 18:28:26.933000000
57141,39,1,,,38288,6,228,2022-01-07 18:28:26.933000000
57141,42,1,,,38288,6,228,2022-01-07 18:28:26.933000000
57143,3,1,,,38302,5,228,2019-10-22 18:37:25.673000000
57145,25,2,,,33411,24,368,2019-09-16 16:06:37.593000000
57145,29,2,,,33411,24,368,2019-09-16 16:06:37.593000000
57145,32,2,,,33411,24,368,2019-09-16 16:06:37.593000000
57146,3,1,,,38304,5,228,2019-10-22 18:37:46.633000000
57149,15,1,,,38307,6,228,2021-12-15 19:34:34.883000000
57149,16,1,,,38307,6,228,2021-12-15 19:34:34.883000000
57149,18,1,,,38307,6,228,2021-12-15 19:34:34.883000000
57149,19,1,,,38307,6,228,2021-12-15 19:34:34.883000000
57152,2,1,,,38246,4,228,2019-10-22 18:34:14.023000000
57155,15,1,,,38249,14,228,2023-08-14 12:42:28.357000000
57160,7,1,,,38268,8,228,2023-11-07 18:12:39.453000000
57160,9,1,,,38268,8,228,2023-11-07 18:12:39.453000000
57161,11,1,55154,2,,,364,2016-07-12 16:00:26.600000000
57161,11,2,,,34233,28,364,2019-09-16 17:30:20.130000000
57161,13,1,55154,2,,,364,2016-07-12 16:00:26.600000000
57161,13,2,,,34233,28,364,2019-09-16 17:30:20.130000000
57161,15,1,55154,2,,,364,2016-07-12 16:00:26.600000000
57161,15,2,,,34233,28,364,2019-09-16 17:30:20.130000000
57161,18,1,55154,2,,,364,2016-07-12 16:00:26.600000000
57161,18,2,,,34233,28,364,2019-09-16 17:30:20.130000000
57161,19,1,55154,2,,,364,2016-07-12 16:00:26.600000000
57161,19,2,,,34233,28,364,2019-09-16 17:30:20.130000000
57161,22,1,55154,2,,,364,2016-07-12 16:00:26.600000000
57161,22,2,,,34233,28,364,2019-09-16 17:30:20.130000000
57162,9,1,55155,3,,,345,2016-07-12 16:01:23.723000000
57162,9,2,,,33979,31,345,2019-09-16 17:31:11.517000000
57162,11,1,55155,3,,,345,2016-07-12 16:01:23.723000000
57162,11,2,,,33979,31,345,2019-09-16 17:31:11.517000000
57162,13,1,55155,3,,,345,2016-07-12 16:01:23.723000000
57162,13,2,,,33979,31,345,2019-09-16 17:31:11.517000000
57162,16,1,55155,3,,,345,2016-07-12 16:01:23.723000000
57162,16,2,,,33979,31,345,2019-09-16 17:31:11.517000000
57162,17,1,55155,3,,,345,2016-07-12 16:01:23.723000000
57162,17,2,,,33979,31,345,2019-09-16 17:31:11.517000000
57165,13,1,,,38016,14,228,2022-05-13 12:08:08.240000000
57165,15,1,,,38016,14,228,2022-05-13 12:08:08.240000000
57170,2,1,,,38283,4,228,2019-10-22 18:36:34.280000000
57179,20,1,,,33756,19,368,2019-09-16 19:28:01.393000000
57181,34,1,,,34313,12,364,2019-09-16 19:59:16.240000000
57181,37,1,,,34313,12,364,2019-09-16 19:59:16.240000000
57183,17,1,,,36887,3,364,2017-05-15 19:26:58.280000000
57183,17,2,55553,4,,,364,2017-05-17 20:15:35.860000000
57183,17,3,,,34324,31,364,2019-09-16 20:31:27.223000000
57183,19,1,,,36887,3,364,2017-05-15 19:26:58.280000000
57183,19,2,55553,4,,,364,2017-05-17 20:15:35.860000000
57183,19,3,,,34324,31,364,2019-09-16 20:31:27.223000000
57183,20,1,55553,4,,,364,2017-05-17 20:15:35.860000000
57183,20,2,,,34324,31,364,2019-09-16 20:31:27.223000000
57183,20,3,,,36887,3,364,2017-05-15 19:26:58.280000000
57183,23,1,55553,4,,,364,2017-05-17 20:15:35.860000000
57183,23,2,,,34324,31,364,2019-09-16 20:31:27.223000000
57183,23,3,,,36887,3,364,2017-05-15 19:26:58.280000000
57184,19,1,,,36888,3,345,2017-05-15 19:27:41.267000000
57184,19,2,55554,6,,,345,2017-05-17 20:16:18.413000000
57184,19,3,,,36889,19,345,2019-09-16 20:32:24.130000000
57184,21,1,,,36888,3,345,2017-05-15 19:27:41.267000000
57184,21,2,55554,6,,,345,2017-05-17 20:16:18.413000000
57184,21,3,,,36889,19,345,2019-09-16 20:32:24.130000000
57184,22,1,,,36888,3,345,2017-05-15 19:27:41.267000000
57184,22,2,55554,6,,,345,2017-05-17 20:16:18.413000000
57184,22,3,,,36889,19,345,2019-09-16 20:32:24.130000000
57185,27,2,,,36676,13,364,2016-12-08 15:49:00.933000000
57185,27,3,55383,2,,,364,2016-12-08 15:55:29.623000000
57185,27,4,,,35170,45,364,2019-09-16 20:57:00.490000000
57185,31,2,,,36676,13,364,2016-12-08 15:49:00.933000000
57185,31,3,55383,2,,,364,2016-12-08 15:55:29.623000000
57185,31,4,,,35170,45,364,2019-09-16 20:57:00.490000000
57185,33,2,,,36676,13,364,2016-12-08 15:49:00.933000000
57185,33,3,55383,2,,,364,2016-12-08 15:55:29.623000000
57185,33,4,,,35170,45,364,2019-09-16 20:57:00.490000000
57185,37,1,,,35170,59,364,2025-12-29 17:43:52.543000000
57186,25,2,,,36683,7,345,2016-12-08 15:49:39.570000000
57186,25,3,55384,3,,,345,2016-12-08 15:55:54.767000000
57186,25,4,,,35172,59,345,2019-09-16 20:57:12.947000000
57186,29,2,,,36683,7,345,2016-12-08 15:49:39.570000000
57186,29,3,55384,3,,,345,2016-12-08 15:55:54.767000000
57186,29,4,,,35172,59,345,2019-09-16 20:57:12.947000000
57186,31,2,,,36683,7,345,2016-12-08 15:49:39.570000000
57186,31,3,55384,3,,,345,2016-12-08 15:55:54.767000000
57186,31,4,,,35172,59,345,2019-09-16 20:57:12.947000000
57186,37,1,,,35172,71,345,2025-12-29 17:45:12.450000000
57187,25,1,54641,2,,,364,2015-08-28 22:06:37.017000000
57187,25,2,54645,2,,,364,2015-08-31 15:00:50.123000000
57187,25,3,54660,2,,,364,2015-09-01 20:57:23.197000000
57187,25,4,,,34314,40,364,2019-09-16 21:11:00.890000000
57187,28,1,54641,2,,,364,2015-08-28 22:06:37.017000000
57187,28,2,54645,2,,,364,2015-08-31 15:00:50.123000000
57187,28,3,54660,2,,,364,2015-09-01 20:57:23.197000000
57187,28,4,,,34314,40,364,2019-09-16 21:11:00.890000000
57187,31,1,54641,2,,,364,2015-08-28 22:06:37.017000000
57187,31,2,54645,2,,,364,2015-08-31 15:00:50.123000000
57187,31,3,54660,2,,,364,2015-09-01 20:57:23.197000000
57187,31,4,,,34314,40,364,2019-09-16 21:11:00.890000000
57188,23,2,,,33941,19,370,2019-09-16 21:19:00.787000000
57188,27,2,,,33941,19,370,2019-09-16 21:19:00.787000000
57189,27,1,55361,2,,,364,2017-01-10 21:38:42.870000000
57189,27,2,,,36701,5,364,2017-01-11 23:01:51.143000000
57189,27,3,,,36702,12,364,2019-09-16 21:19:43.190000000
57189,28,1,55361,2,,,364,2017-01-10 21:38:42.870000000
57189,28,2,,,36701,5,364,2017-01-11 23:01:51.143000000
57189,28,3,,,36702,12,364,2019-09-16 21:19:43.190000000
57190,10,1,,,34194,20,364,2019-09-16 21:20:13.140000000
57190,11,1,,,34194,20,364,2019-09-16 21:20:13.140000000
57191,9,1,,,36286,18,345,2019-09-16 21:20:33.063000000
57191,10,1,,,36286,18,345,2019-09-16 21:20:33.063000000
57193,21,1,,,34246,18,228,2019-11-07 16:26:18.340000000
57193,22,1,,,34246,18,228,2019-11-07 16:26:18.340000000
57193,24,1,,,34246,18,228,2019-11-07 16:26:18.340000000
57193,28,1,,,34246,18,228,2019-11-07 16:26:18.340000000
57193,30,1,,,34246,18,228,2019-11-07 16:26:18.340000000
57194,27,1,54643,2,,,345,2015-08-28 22:07:56.873000000
57194,27,2,54647,2,,,345,2015-08-31 15:02:34.083000000
57194,27,3,54662,2,,,345,2015-09-01 20:58:42.760000000
57194,27,4,,,34074,27,345,2019-09-16 21:40:56.770000000
57194,30,1,54643,2,,,345,2015-08-28 22:07:56.873000000
57194,30,2,54647,2,,,345,2015-08-31 15:02:34.083000000
57194,30,3,54662,2,,,345,2015-09-01 20:58:42.760000000
57194,30,4,,,34074,27,345,2019-09-16 21:40:56.770000000
57194,33,1,54643,2,,,345,2015-08-28 22:07:56.873000000
57194,33,2,54647,2,,,345,2015-08-31 15:02:34.083000000
57194,33,3,54662,2,,,345,2015-09-01 20:58:42.760000000
57194,33,4,,,34074,27,345,2019-09-16 21:40:56.770000000
57195,25,1,59312,4,,,364,2023-06-09 18:05:58.480000000
57195,25,2,59413,3,,,364,2023-06-09 18:06:11.843000000
57195,25,3,,,34203,24,364,2023-06-09 17:51:32.900000000
57195,27,1,59312,4,,,364,2023-06-09 18:05:58.480000000
57195,27,2,59413,3,,,364,2023-06-09 18:06:11.843000000
57195,27,3,,,34203,24,364,2023-06-09 17:51:32.900000000
57195,29,1,59312,4,,,364,2023-06-09 18:05:58.480000000
57195,29,2,59413,3,,,364,2023-06-09 18:06:11.843000000
57195,29,3,,,34203,24,364,2023-06-09 17:51:32.900000000
57196,21,1,59313,4,,,345,2023-06-09 18:07:22.050000000
57196,21,2,59414,3,,,345,2023-06-09 18:07:22.050000000
57196,21,3,,,37027,18,345,2023-06-09 17:58:29.333000000
57196,22,1,59313,4,,,345,2023-06-09 18:07:22.050000000
57196,22,2,59414,3,,,345,2023-06-09 18:07:22.050000000
57196,22,3,,,37027,18,345,2023-06-09 17:58:29.333000000
57198,26,1,55362,2,,,345,2017-01-10 21:39:45.240000000
57198,26,2,,,36699,4,345,2017-01-11 23:03:01.180000000
57198,26,3,,,36700,12,345,2019-09-16 22:29:33.373000000
57198,27,1,55362,2,,,345,2017-01-10 21:39:45.240000000
57198,27,2,,,36699,4,345,2017-01-11 23:03:01.180000000
57198,27,3,,,36700,12,345,2019-09-16 22:29:33.373000000
57201,3,1,,,36874,3,345,2017-03-31 20:45:53.227000000
57201,3,2,55490,4,,,345,2017-04-27 15:54:36.847000000
57201,3,3,,,34076,16,345,2019-09-17 00:06:35.130000000
57201,7,1,,,36874,3,345,2017-03-31 20:45:53.227000000
57201,7,2,55490,4,,,345,2017-04-27 15:54:36.847000000
57201,7,3,,,34076,16,345,2019-09-17 00:06:35.130000000
57201,8,1,,,36874,3,345,2017-03-31 20:45:53.227000000
57201,8,2,55490,4,,,345,2017-04-27 15:54:36.847000000
57201,8,3,,,34076,16,345,2019-09-17 00:06:35.130000000
57204,33,1,,,37372,8,364,2018-07-11 22:49:55.783000000
57204,33,2,56061,13,,,364,2018-08-16 21:04:02.603000000
57204,33,3,,,37373,26,364,2019-09-17 12:01:20.370000000
57204,37,1,,,37372,8,364,2018-07-11 22:49:55.783000000
57204,37,2,56061,13,,,364,2018-08-16 21:04:02.603000000
57204,37,3,,,37373,26,364,2019-09-17 12:01:20.370000000
57204,38,1,,,37372,8,364,2018-07-11 22:49:55.783000000
57204,38,2,56061,13,,,364,2018-08-16 21:04:02.603000000
57204,38,3,,,37373,26,364,2019-09-17 12:01:20.370000000
57204,40,1,56061,13,,,364,2018-08-16 21:04:02.603000000
57204,40,2,,,37372,8,364,2018-07-11 22:49:55.783000000
57204,40,3,,,37373,26,364,2019-09-17 12:01:20.370000000
57204,43,1,56061,13,,,364,2018-08-16 21:04:02.603000000
57204,43,2,,,37372,8,364,2018-07-11 22:49:55.783000000
57204,43,3,,,37373,26,364,2019-09-17 12:01:20.370000000
57205,33,1,53252,66,,,331,2018-09-27 19:43:07.240000000
57205,33,2,,,35448,61,331,2018-09-27 19:43:23.137000000
57205,33,3,,,35434,26,331,2019-09-17 12:08:12.890000000
57205,36,1,53252,66,,,331,2018-09-27 19:43:07.240000000
57205,36,2,,,35448,61,331,2018-09-27 19:43:23.137000000
57205,36,3,,,35434,26,331,2019-09-17 12:08:12.890000000
57205,39,1,53252,66,,,331,2018-09-27 19:43:07.240000000
57205,39,2,,,35448,61,331,2018-09-27 19:43:23.137000000
57205,39,3,,,35434,26,331,2019-09-17 12:08:12.890000000
57206,26,1,,,37279,5,364,2018-05-30 14:50:55.487000000
57206,26,2,56017,2,,,364,2018-07-02 20:34:11.877000000
57206,26,3,,,34220,29,364,2019-09-17 17:38:14.397000000
57206,29,1,,,37279,5,364,2018-05-30 14:50:55.487000000
57206,29,2,56017,2,,,364,2018-07-02 20:34:11.877000000
57206,29,3,,,34220,29,364,2019-09-17 17:38:14.397000000
57206,30,1,56017,2,,,364,2018-07-02 20:34:11.877000000
57206,30,2,,,34220,29,364,2019-09-17 17:38:14.397000000
57206,30,3,,,37279,5,364,2018-05-30 14:50:55.487000000
57207,29,1,,,37280,4,345,2018-05-30 14:51:21.537000000
57207,29,2,56018,2,,,345,2018-07-02 20:34:47.857000000
57207,29,3,,,37281,14,345,2019-09-17 17:38:35.107000000
57207,32,1,,,37280,4,345,2018-05-30 14:51:21.537000000
57207,32,2,56018,2,,,345,2018-07-02 20:34:47.857000000
57207,32,3,,,37281,14,345,2019-09-17 17:38:35.107000000
57207,33,1,,,37280,4,345,2018-05-30 14:51:21.537000000
57207,33,2,56018,2,,,345,2018-07-02 20:34:47.857000000
57207,33,3,,,37281,14,345,2019-09-17 17:38:35.107000000
57215,36,1,56067,9,,,345,2018-08-16 21:04:41.403000000
57215,36,2,,,37284,13,345,2018-08-16 21:04:59.093000000
57215,36,3,,,35175,54,345,2019-09-17 20:16:39.620000000
57215,40,1,56067,9,,,345,2018-08-16 21:04:41.403000000
57215,40,2,,,37284,13,345,2018-08-16 21:04:59.093000000
57215,40,3,,,35175,54,345,2019-09-17 20:16:39.620000000
57215,41,1,56067,9,,,345,2018-08-16 21:04:41.403000000
57215,41,2,,,37284,13,345,2018-08-16 21:04:59.093000000
57215,41,3,,,35175,54,345,2019-09-17 20:16:39.620000000
57221,24,1,,,37018,7,364,2017-08-07 17:42:29.897000000
57221,24,2,55684,5,,,364,2017-08-11 21:35:57.223000000
57221,24,3,,,35163,16,364,2019-09-18 01:55:58.320000000
57221,25,1,55684,5,,,364,2017-08-11 21:35:57.223000000
57221,25,2,,,35163,16,364,2019-09-18 01:55:58.320000000
57221,25,3,,,37018,7,364,2017-08-07 17:42:29.897000000
57222,20,1,55685,5,,,345,2017-08-11 21:36:28.013000000
57222,20,2,,,37019,5,345,2017-08-11 21:36:37.270000000
57222,20,3,,,37020,14,345,2019-09-18 01:56:11.993000000
57222,21,1,55685,5,,,345,2017-08-11 21:36:28.013000000
57222,21,2,,,37019,5,345,2017-08-11 21:36:37.270000000
57222,21,3,,,37020,14,345,2019-09-18 01:56:11.993000000
57224,58,1,59531,4,,,364,2023-09-15 18:24:42.083000000
57224,58,2,,,34149,49,364,2023-09-15 18:22:34.527000000
57224,58,3,,,39604,4,364,2023-09-15 18:24:57.103000000
57224,60,1,59531,4,,,364,2023-09-15 18:24:42.083000000
57224,60,2,,,34149,49,364,2023-09-15 18:22:34.527000000
57224,60,3,,,39604,4,364,2023-09-15 18:24:57.103000000
57224,61,1,59531,4,,,364,2023-09-15 18:24:42.083000000
57224,61,2,,,34149,49,364,2023-09-15 18:22:34.527000000
57224,61,3,,,39604,4,364,2023-09-15 18:24:57.103000000
57224,64,1,59531,4,,,364,2023-09-15 18:24:42.083000000
57224,64,2,,,34149,49,364,2023-09-15 18:22:34.527000000
57224,64,3,,,39604,4,364,2023-09-15 18:24:57.103000000
57225,49,1,,,37293,25,345,2023-09-15 18:23:21.950000000
57225,49,2,59532,4,,,345,2023-09-15 18:26:01.697000000
57225,49,3,59407,6,,,345,2023-09-15 18:26:24.223000000
57225,49,4,,,39605,3,345,2023-09-15 18:26:35.663000000
57225,51,1,,,37293,25,345,2023-09-15 18:23:21.950000000
57225,51,2,59532,4,,,345,2023-09-15 18:26:01.697000000
57225,51,3,59407,6,,,345,2023-09-15 18:26:24.223000000
57225,51,4,,,39605,3,345,2023-09-15 18:26:35.663000000
57225,52,1,,,37293,25,345,2023-09-15 18:23:21.950000000
57225,52,2,59532,4,,,345,2023-09-15 18:26:01.697000000
57225,52,3,59407,6,,,345,2023-09-15 18:26:24.223000000
57225,52,4,,,39605,3,345,2023-09-15 18:26:35.663000000
57236,12,1,,,38341,7,345,2020-10-16 21:11:00.293000000
57236,12,2,,,38340,6,345,2020-10-16 21:26:00.067000000
57236,14,1,,,38341,7,345,2020-10-16 21:11:00.293000000
57236,14,2,,,38340,6,345,2020-10-16 21:26:00.067000000
57236,16,1,,,38341,7,345,2020-10-16 21:11:00.293000000
57236,16,2,,,38340,6,345,2020-10-16 21:26:00.067000000
57236,18,1,,,38341,7,345,2020-10-16 21:11:00.293000000
57236,18,2,,,38340,6,345,2020-10-16 21:26:00.067000000
57236,20,1,,,38341,7,345,2020-10-16 21:11:00.293000000
57236,20,2,,,38340,6,345,2020-10-16 21:26:00.067000000
57237,3,1,,,36863,3,364,2017-04-29 00:56:31.777000000
57237,3,2,55527,5,,,364,2017-06-01 23:02:45.170000000
57237,3,3,,,36864,8,364,2019-09-18 17:21:35.753000000
57237,6,1,,,36863,3,364,2017-04-29 00:56:31.777000000
57237,6,2,55527,5,,,364,2017-06-01 23:02:45.170000000
57237,6,3,,,36864,8,364,2019-09-18 17:21:35.753000000
57237,10,1,,,36863,3,364,2017-04-29 00:56:31.777000000
57237,10,2,55527,5,,,364,2017-06-01 23:02:45.170000000
57237,10,3,,,36864,8,364,2019-09-18 17:21:35.753000000
57237,11,1,55527,5,,,364,2017-06-01 23:02:45.170000000
57237,11,2,,,36863,3,364,2017-04-29 00:56:31.777000000
57237,11,3,,,36864,8,364,2019-09-18 17:21:35.753000000
57238,3,1,,,36865,3,345,2017-04-29 00:57:20.210000000
57238,3,2,55528,5,,,345,2017-06-01 23:04:39.867000000
57238,3,3,,,36866,8,345,2019-09-18 17:22:35.103000000
57238,5,1,,,36865,3,345,2017-04-29 00:57:20.210000000
57238,5,2,55528,5,,,345,2017-06-01 23:04:39.867000000
57238,5,3,,,36866,8,345,2019-09-18 17:22:35.103000000
57238,9,1,,,36865,3,345,2017-04-29 00:57:20.210000000
57238,9,2,55528,5,,,345,2017-06-01 23:04:39.867000000
57238,9,3,,,36866,8,345,2019-09-18 17:22:35.103000000
57238,10,1,,,36865,3,345,2017-04-29 00:57:20.210000000
57238,10,2,55528,5,,,345,2017-06-01 23:04:39.867000000
57238,10,3,,,36866,8,345,2019-09-18 17:22:35.103000000
57268,16,1,,,37750,22,364,2022-06-16 17:22:57.590000000
57268,18,1,,,37750,22,364,2022-06-16 17:22:57.590000000
57268,20,1,,,37750,22,364,2022-06-16 17:22:57.590000000
57268,21,1,,,37750,22,364,2022-06-16 17:22:57.590000000
57282,17,1,,,38201,13,238,2021-03-04 16:53:11.070000000
57282,18,1,,,38201,13,238,2021-03-04 16:53:11.070000000
57284,10,1,52391,1,,,228,2014-03-04 15:38:26
57284,10,2,,,34171,9,228,2019-09-19 17:33:53.203000000
57284,13,1,52391,1,,,228,2014-03-04 15:38:26
57284,13,2,,,34171,9,228,2019-09-19 17:33:53.203000000
57290,13,1,,,37748,17,345,2020-10-15 19:19:25.203000000
57290,15,1,,,37748,17,345,2020-10-15 19:19:25.203000000
57290,17,1,,,37748,17,345,2020-10-15 19:19:25.203000000
57290,18,1,,,37748,17,345,2020-10-15 19:19:25.203000000
57305,10,1,,,34082,17,228,2019-09-19 20:39:01.323000000
57305,12,1,,,34082,17,228,2019-09-19 20:39:01.323000000
57305,14,1,,,34082,17,228,2019-09-19 20:39:01.323000000
57306,36,1,,,34338,30,228,2023-04-06 14:19:16.290000000
57306,38,1,,,34338,30,228,2023-04-06 14:19:16.290000000
57306,39,1,,,34338,30,228,2023-04-06 14:19:16.290000000
57306,42,1,,,34338,30,228,2023-04-06 14:19:16.290000000
57307,31,1,55432,1,,,228,2017-01-13 14:20:00.563000000
57307,31,2,,,36980,4,228,2017-01-13 14:20:17.240000000
57307,31,3,54158,3,,,228,2017-03-13 13:38:59.350000000
57307,31,4,,,35897,22,228,2019-09-20 14:07:23.340000000
57307,33,1,55432,1,,,228,2017-01-13 14:20:00.563000000
57307,33,2,,,36980,4,228,2017-01-13 14:20:17.240000000
57307,33,3,54158,3,,,228,2017-03-13 13:38:59.350000000
57307,33,4,,,35897,22,228,2019-09-20 14:07:23.340000000
57307,35,1,55432,1,,,228,2017-01-13 14:20:00.563000000
57307,35,2,,,36980,4,228,2017-01-13 14:20:17.240000000
57307,35,3,54158,3,,,228,2017-03-13 13:38:59.350000000
57307,35,4,,,35897,22,228,2019-09-20 14:07:23.340000000
57307,37,1,55432,1,,,228,2017-01-13 14:20:00.563000000
57307,37,2,,,36980,4,228,2017-01-13 14:20:17.240000000
57307,37,3,54158,3,,,228,2017-03-13 13:38:59.350000000
57307,37,4,,,35897,22,228,2019-09-20 14:07:23.340000000
57311,28,1,,,33942,40,236,2019-09-20 16:05:01.147000000
57311,30,1,,,33942,40,236,2019-09-20 16:05:01.147000000
57311,32,1,,,33942,40,236,2019-09-20 16:05:01.147000000
57326,30,1,,,37268,8,364,2018-01-17 22:53:01.733000000
57326,30,2,,,34315,32,364,2019-09-23 18:47:33.400000000
57326,36,1,,,37268,8,364,2018-01-17 22:53:01.733000000
57326,36,2,,,34315,32,364,2019-09-23 18:47:33.400000000
57326,39,1,,,37268,8,364,2018-01-17 22:53:01.733000000
57326,39,2,,,34315,32,364,2019-09-23 18:47:33.400000000
57326,40,1,,,37268,8,364,2018-01-17 22:53:01.733000000
57326,40,2,,,34315,32,364,2019-09-23 18:47:33.400000000
57327,28,1,,,37282,5,345,2018-01-17 22:51:24.363000000
57327,28,2,,,37283,12,345,2019-09-23 18:48:03.520000000
57327,33,1,,,37282,5,345,2018-01-17 22:51:24.363000000
57327,33,2,,,37283,12,345,2019-09-23 18:48:03.520000000
57327,35,1,,,37282,5,345,2018-01-17 22:51:24.363000000
57327,35,2,,,37283,12,345,2019-09-23 18:48:03.520000000
57327,36,1,,,37282,5,345,2018-01-17 22:51:24.363000000
57327,36,2,,,37283,12,345,2019-09-23 18:48:03.520000000
57329,13,1,58271,3,,,364,2020-06-29 20:19:58.953000000
57329,13,2,,,38326,6,364,2020-06-29 20:20:14.507000000
57329,13,3,,,38327,3,364,2020-06-29 20:20:26.170000000
57329,15,1,58271,3,,,364,2020-06-29 20:19:58.953000000
57329,15,2,,,38326,6,364,2020-06-29 20:20:14.507000000
57329,15,3,,,38327,3,364,2020-06-29 20:20:26.170000000
57329,17,1,58271,3,,,364,2020-06-29 20:19:58.953000000
57329,17,2,,,38326,6,364,2020-06-29 20:20:14.507000000
57329,17,3,,,38327,3,364,2020-06-29 20:20:26.170000000
57330,13,1,58272,3,,,345,2020-06-29 20:21:14.533000000
57330,13,2,,,38329,3,345,2020-06-29 20:21:21.563000000
57330,13,3,,,38328,6,345,2020-06-29 20:21:37.080000000
57330,15,1,58272,3,,,345,2020-06-29 20:21:14.533000000
57330,15,2,,,38329,3,345,2020-06-29 20:21:21.563000000
57330,15,3,,,38328,6,345,2020-06-29 20:21:37.080000000
57331,46,1,,,38351,4,364,2020-06-02 19:19:09.260000000
57331,48,1,,,38351,4,364,2020-06-02 19:19:09.260000000
57331,50,1,,,38351,4,364,2020-06-02 19:19:09.260000000
57331,52,1,,,38351,4,364,2020-06-02 19:19:09.260000000
57331,55,1,,,38351,4,364,2020-06-02 19:19:09.260000000
57332,45,1,,,38353,4,345,2020-06-02 19:18:21.990000000
57332,47,1,,,38353,4,345,2020-06-02 19:18:21.990000000
57332,49,1,,,38353,4,345,2020-06-02 19:18:21.990000000
57332,51,1,,,38353,4,345,2020-06-02 19:18:21.990000000
57332,54,1,,,38353,4,345,2020-06-02 19:18:21.990000000
57342,24,1,,,36848,10,364,2017-05-17 18:57:11.217000000
57342,24,2,55555,8,,,364,2017-05-18 20:13:22.683000000
57342,24,3,,,34213,42,364,2019-09-24 15:49:16.327000000
57342,26,1,,,36848,10,364,2017-05-17 18:57:11.217000000
57342,26,2,55555,8,,,364,2017-05-18 20:13:22.683000000
57342,26,3,,,34213,42,364,2019-09-24 15:49:16.327000000
57342,30,1,,,36848,10,364,2017-05-17 18:57:11.217000000
57342,30,2,55555,8,,,364,2017-05-18 20:13:22.683000000
57342,30,3,,,34213,42,364,2019-09-24 15:49:16.327000000
57342,31,1,55555,8,,,364,2017-05-18 20:13:22.683000000
57342,31,2,,,34213,42,364,2019-09-24 15:49:16.327000000
57342,31,3,,,36848,10,364,2017-05-17 18:57:11.217000000
57343,23,1,,,36867,6,345,2017-05-17 20:23:55.807000000
57343,23,2,55558,8,,,345,2017-05-18 20:12:06.053000000
57343,23,3,,,36868,16,345,2019-09-24 15:50:07.510000000
57343,26,1,,,36867,6,345,2017-05-17 20:23:55.807000000
57343,26,2,55558,8,,,345,2017-05-18 20:12:06.053000000
57343,26,3,,,36868,16,345,2019-09-24 15:50:07.510000000
57343,30,1,,,36867,6,345,2017-05-17 20:23:55.807000000
57343,30,2,55558,8,,,345,2017-05-18 20:12:06.053000000
57343,30,3,,,36868,16,345,2019-09-24 15:50:07.510000000
57343,31,1,,,36867,6,345,2017-05-17 20:23:55.807000000
57343,31,2,55558,8,,,345,2017-05-18 20:12:06.053000000
57343,31,3,,,36868,16,345,2019-09-24 15:50:07.510000000
57356,11,1,,,37053,6,364,2017-07-21 03:34:04.013000000
57356,11,2,55661,3,,,364,2017-07-25 21:39:33.607000000
57356,11,3,,,37054,10,364,2019-09-24 23:11:57.643000000
57356,13,1,55661,3,,,364,2017-07-25 21:39:33.607000000
57356,13,2,,,37053,6,364,2017-07-21 03:34:04.013000000
57356,13,3,,,37054,10,364,2019-09-24 23:11:57.643000000
57356,14,1,55661,3,,,364,2017-07-25 21:39:33.607000000
57356,14,2,,,37053,6,364,2017-07-21 03:34:04.013000000
57356,14,3,,,37054,10,364,2019-09-24 23:11:57.643000000
57357,11,1,,,37062,13,345,2019-10-07 20:18:52.377000000
57357,13,1,,,37062,13,345,2019-10-07 20:18:52.377000000
57357,15,1,,,37062,13,345,2019-10-07 20:18:52.377000000
57357,16,1,,,37062,13,345,2019-10-07 20:18:52.377000000
57361,39,1,,,35049,53,331,2019-09-25 17:08:07.177000000
57361,43,1,,,35049,53,331,2019-09-25 17:08:07.177000000
57361,46,1,,,35049,53,331,2019-09-25 17:08:07.177000000
57363,11,1,,,36319,4,360,2016-03-04 03:43:43.387000000
57363,11,2,,,36379,4,364,2016-03-04 03:44:05.023000000
57363,11,3,,,36380,13,364,2019-09-25 19:28:20.707000000
57363,13,1,,,36319,4,360,2016-03-04 03:43:43.387000000
57363,13,2,,,36379,4,364,2016-03-04 03:44:05.023000000
57363,13,3,,,36380,13,364,2019-09-25 19:28:20.707000000
57363,14,1,,,36319,4,360,2016-03-04 03:43:43.387000000
57363,14,2,,,36379,4,364,2016-03-04 03:44:05.023000000
